text,Label
Немецкий танк с балкенкройцем на башне снова на русской земле к 80-летию Курской битвы. Что-то более символичное сложно представить.,Технологии
"Автозак публикует у себя еще и запись из СИЗО. 

https://t.me/avtozaklive/22008",Технологии
Чопорные англичане у посольства Швеции в Лондоне.,Политика
"3D Editor - новое расширение для AUTOMATIC1111/stable-diffusion-webui с функциями 3D-моделирования .

Доступно по ссылке 👌:
https://github.com/jtydhr88/sd-webui-3d-editor

Наш чат👨‍💻: ",Технологии
"Для неумных конспирологов — разумеется, сама трагически-тревожная ситуация имеет место быть.

А вот что фото-видеофиксации нет - странно

https://t.me/mig41/27047",Технологии
Учимся корпоративному этикету 💅 💅,Fashion
"⚡️Госкорпорация «Ростех» будет поддерживать вышедший в премьер-лигу футбольный клуб «Балтика», детскую футбольную школу и стадион «Калининград», который переименуют в «Ростех Арену».",Образовательный контент
"**Читаем книги, пьем кофе. 
**
В старом, довоенном доме на улице у Троицкого открылась стильная кофейня «Маркс». Расскажем про нее подробнее и вспомним другие места, объединенные подобной тематикой. 

https://people.onliner.by/2023/07/06/u-troickogo-predmestya-otkrylas-novaya-kofejnya",Развлечения
"В Госдуме РФ заявили, что Пригожин отказался подписывать контракт с минобороны РФ, после чего ему сказали, что будет прекрашено госфинансирование «Вагнера» и ЧВК отстранят от участия в войне против Украины.

""Пригожин не выполнял решение Минобороны о контрактах и ему сообщили, что ""Вагнер"" не будет участвовать в СВО. Пригожину сообщили, что при неподписании контрактов с минобороны ему не будут выделять финансирование"", - сообщил глава комитета Госдумы по обороне Картаполов.

""Страна"" [] об этом еще в первой половине июня. Тогда же мы предполагали, что в ответ Пригожин может начать повышать ставки, вплоть до мятежа.",Политика
"Ничего необычного, просто на Алтае частный вертолет Robinson **пролетел в метре от ЛЭП и дороги**, **после того, как заправился на АЗС.**",Технологии
"Веб-версия I*******m Threads уже доступна, а мобильное приложение аналога Twitter выйдет завтра 
https://3dnews.ru/1089489?utm_source=nova&utm_medium=tg&utm_campaign=main",Технологии
"Теперь о хорошем. 

Часть подарков для пацанов с Ка-52, которые первые заптурили Бредли. 
Денежка так же лежит. 
В ближайшие дни, забрав с почты и СДЭКа все остальное передам пацанам. 

Админы вышедших на связь каналов - красавчики. Те, кто за 2 недели так и не вышел, на вашей совести.",Развлечения
"Информацию о взлете российской стратегической авиации Украине предоставляют западные партнеры, сообщил советник командования воздушных сил ВСУ Юрий Игнат.

""Наши союзники поддерживают Украину постоянно. Та информация, которая поступает о взлете стратегической авиации с дальних аэродромов, дальней авиации, и другие данные предоставляются нам нашими партнерами"", - сказал Игнат в эфире телемарафона.

Также 24\7 работают и украинские Радиотехнические войска.

[] | [] | [] | []",Технологии
"Увидеть Валю Карнавал, стать пилотом и пойти домой — какие же разные цели на будущее у наших выпускников 😀

🆗 []",Образовательный контент
"**На Львівщині викрито підпільну криптоферму, яку організувало керівництво філії держпідприємства «Ліси України», - ДБР

**Організували криптоферму:
▪️ ексдиректор ,
▪️ його заступник 
▪️ головний бухгалтер
▪️ інші особи.

Кошти за електроенергію сплачувало держпідприємство, а зловмисники отримували чистий прибуток. За попередніми підрахунками, збитки склали понад 1,5 млн грн, а фігуранти заробили щонайменше 4 млн грн.

[]",Крипта
"**СБУ задержала интернет-пирата, который подпольно транслировал в Украине программы российского телевидения и контент украинских медиа-групп

**Инициативой ""Чистое небо"" в сотрудничестве с кибердепартаментом Службы безопасности Украины обнаружено нарушение авторских прав на общую сумму ущерба почти в 290 000 000 грн. Подозреваемый, задержанный  в Киеве, незаконно распространял контент украинских телеканалов на платной основе, а также организовывал ретрансляцию российского телевидения, что запрещено в Украине и признано вражеской пропагандой.

Инициированные СБУ экспертизы подтвердили факты преступных действий фигуранта. В ближайшие дни вопрос привлечения нарушителя к уголовной ответственности будет решать суд.

Детальнее читайте [].

[] | []",Технологии
"В Сербии отправили в отставку главу минэкономики, который призывал к введению санкций против России и требовал от президента начать аресты правых активистов",Политика
"🇺🇦🇬🇧Свинок готовят на убой в Великобритании.

То, что из здания будет работать, как минимум, автоматическое оружие и оттуда будут лететь гранаты никого видимо не колышет.

[]",Технологии
"Пока на Москву двигались танки [], российские элиты волновали, разумеется, не судьбы жителей Ростова-на-Дону или даже жителей столицы, и даже не отставка министра обороны. Их интересовали ответы на два вопроса: «что теперь при любом исходе делать с президентской кампанией 2024 года?» и «что делать с СВО?» Главным итогом всех событий является отсутствие ответов на оба эти вопроса что у политических элит, что у обывателей. []",Политика
"США на фоне попытки мятежа в России не запрашивали прямых переговоров Байдена с Путиным или другими высокопоставленными лицами, пишет Politico",Политика
"Киевский режим в нынешнем году на Крымском направлении совершил более 70 атак с применением беспилотников, заявил Патрушев.",Политика
"**‼️🇺🇦🏴‍☠️ Пленный военный ВСУ обратился к своим сослуживцам: «Нас оставили на произвол судьбы, и мы сдались в плен. Ребята, лучше убегайте куда глаза глядят, но в военкомат не ходите, а если попали – сразу переходите на сторону ВС РФ».
**Николай Бондорец сдался в плен на днях.
**t.me/RVvoenkor**",Образовательный контент
"Безграничный апостол
1 том 334 глава

Infinite Apostles And Twelve War Girls
재앙급 사도와 12인의 신부 후보
无限使徒与十二战姬

Наш бот🤖
https://teletype.in//bezgranichnyi-apostol-334-glava",Технологии
"Научный руководитель Центра комплексных европейских и международных исследований НИУ ВШЭ Тимофей Бордачев рассказал, насколько важны действия стран-участниц БРИКС для формирования мировой многополярности.",Образовательный контент
"**В Астрахани спасли тигрят и львят, которых незаконно пытались вывезти в Казахстан. **60-летний мужчина хотел вывезти трехмесячных детенышей хищных кошек в Казахстан в двух пластиковых переносках, размещенных на заднем пассажирском сиденье. Разрешительные документы на перевозку львят и тигрят у водителя отсутствовали. 

Отмечается, что такие виды животных подпадают под защиту Конвенции СИТЕС и находятся под угрозой исчезновения.

▪️ Решается вопрос о возбуждении уголовного дела. Животных конфисковали, им найдут временный дом.

",Путешествия/релокация
"ВСУ нанесли удар ракетами Storm Shadow по Чонгарскому мосту в Крыму — сообщили власти Крыма и Херсонской области. 

На месте работают взрывотехники, о возможности движения сообщат позже. Для проезда пока рекомендуют выбирать маршрут через Армянск. Пострадавших нет.

❤️ []",Fashion
"**Чехия передаст ВСУ штурмовые вертолеты,  авиасимулятор для обучения летчиков F-16 в Украине, - премьер Чехии Фиала

**Также Чехия отправит Украине еще 100 000 амуниции для крупнокалиберных орудий.

В свою очередь **Румыния подтвердила, что станет хабом для обучения украинских пилотов на F-16**. 

Высший совет национальной обороны Румынии  обсудил проект создания центра подготовки летчиков для управления истребителями F-16.",Политика
"**Пожарные теперь будут работать с ручными дронами**. Инженеры из Лондона показали такого. Он способен выдерживать нагрев до 200°C в течение 10 минут.

На корпусе — тепловой экран из полиимида, алюминия и стекловолокна, внутри — собственная** система охлаждения**. Квадрокоптер будут использовать для поиска людей в горящих домах и для поиска очага возгорания.

",Fashion
"**На Времьевском выступе по состоянию на утро 19 июня продолжаются бои:** интенсивность боевых действий по сравнению с прошлой неделей снизилась. На данный момент цель противника — срезать российскую оборону встречными ударами и вклиниться между Ровнополем и Старомлыновкой, сообщает[].

- **__Макаровка**__ находится под огневым контролем российских подразделений: с окружающих высот ВС РФ ведут прицельный огонь по штурмовым группам ВСУ.

- Украинским вооружённым формированиям удалось вклиниться на 200 метров в лесопосадку между __**Урожайным__** и **__Новодонецким**__, но развить успех не получилось. 

- После утраты __**Левадного__** и __**Новодаровки__** российские подразделения заняли оборону на подступах к **__Приютному**__: за прошедшие сутки были отражены две атаки.",Общее
"[] []
Сценарист и режиссер картины «День независимости: Возрождение» Роланд Эммерих заявил, что примет участие в проекте Space Nation. Франшиза будет объединять ряд проектов, среди которых: игры, сериалы, и даже анимационные мультфильмы. Сейчас уже опубликован видео-ролик с кадрами из игры.       По...",Развлечения
"Какое главное правило в сексе у современных женщин?

До свадьбы - на живот",Общее
"**Моргенштерна оштрафовали на 40 тысяч рублей за отсутсвие маркировки «иноагента» 
**
Поводом для составления протокола на исполнителя, как [] «Медиазона», стало то, что Моргенштерн опубликовал посты со следующим текстом без маркировки «иностранного агента»:

✹ «Привет»; 

✹ «Оч красивые фотки в инсту закинул посмотрите плиз»;

✹ «Ура!».

По данным «Медиазоны», защита настаивала на том, что Моргенштерн не может быть оштрафован, так как он публиковал посты, находясь за пределами РФ. Представительница Роскомнадзора ответила, что правонарушение фиксируется по месту регистрации, а не по месту фактического проживания человека. 

Минюст РФ внес Моргеншетрна в реестр «иноагентов» в мае 2022 года.",Технологии
"❗️**ЭКСКЛЮЗИВ **⚡️⚡️⚡️⚡️⚡️⚡️

Вот так работают горловские врачи – в бронежилетах. Сегодня возле своего дома была ранена женщина-медик, ей оторвало ногу. Спасти не удалось.",Технологии
"В телеграм-канале Пригожина появилось новое  голосовое сообщение, в котором [], что «расчеты ЧВК Вагнера» сбили вертолет, который открыл огонь по «гражданской колонне».

Никаких фото- или видеоподтверждений существования движущихся куда-либо «колонн» ЧВК Вагнера до сих пор нет — хотя заявление о том, что «мы входим в Ростов», появилось в канале Пригожина около 2 ночи по Москве. В голосовых сообщениях Пригожина нет никаких фраз, однозначно указывающих на то, что они записаны не заранее.

НАСТОЯЩИЙ МАТЕРИАЛ  ПРОИЗВЕДЕН И РАСПРОСТРАНЕН ИНОСТРАННЫМ АГЕНТОМ THE BELL, ЛИБО КАСАЕТСЯ ДЕЯТЕЛЬНОСТИ ИНОСТРАННОГО АГЕНТА THE BELL. 18+",Шоубиз
"#ROLI #Дивиденды
💰 Акционеры Русолово ожидаемо утвердили рекомендацию не выплачивать дивиденды",Политика
"Девушка из Канады сдала свою квартиру и [], чтобы путешествовать по Америке. 
 
О том, как она обустроила удобства в машине, не предназначенной для того, чтобы в ней жили, девушка рассказала в своем тиктоке.",Fashion
"Удивительно точно министр обороны Украины озвучил отношение нынешней киевской власти к своей стране:

«Западные союзники на самом деле могут увидеть, работает ли их оружие, насколько эффективно оно работает и нужно ли его модернизировать, - выдал на голубом глазу Резников. - **Для военной промышленности мира лучшего полигона не придумаешь**».

Я бы обратил внимание на это высказывание даже не солдат ВСУ, а их жен и матерей - ваших мужиков на убой отправляют в рамках испытаний западного оружия. Об этом официально заявлено главой вашего Минобороны.

",Политика
"❓Почему доллар обречен на провал, а при этом рубль продолжает обесцениваться?",Финансы
"Очередной муниципальный чиновник попался на махинациях с жильем для детей-сирот и переселенцев из авариек. На этот раз фигурантом дела стал мэр кемеровского городска Анжеро-Судженска **Александр Рыбалко**. Первоначальное обвинение было в злоупотреблениях должностными полномочиями. Оно основывалась на том, что на строительство двух домов на 90 с лишним квартир было выделено из бюджета почти 120 миллионов рублей. Но по факту многоквартирники так и не были построены. Всего было заключено 40 муниципальных контрактов с подрядчиком. События относятся к 2020 году.  

Через несколько часов после задержания Рыбалко ему было предъявлено обвинение в совершении еще двух преступлений. Это получение взятки в размере около 2 миллионов рублей. Получил мэр вознаграждение за обеспечение получения контракта на строительство упомянутых домов. Вскрылось в ходе проверки и факт незаконной предпринимательской деятельности. Рыбалко, согласно законодательству, замещая должность муниципального служащего, не имел права вести бизнес. Но ему, видимо, закон был не писан, так как в период с 2019  и до 2023 года занимался гостиничными услугами. В итоге суд решил отправить главу администрации Анжеро-Судженска в СИЗО до конца августа.

В конце мая этого года был задержан глава строительной компании Кузбасса ООО «СНК». Его имя нигде не афишировалось. Из открытых источников следует, что ее учредителем является **Андрей Лапин**. Именно с этой конторой и были заключены контракты на строительство домов для сирот и переселенцев. Задержанный господин провернул аферу с жильем не только на вотчине Рыблако, но и в Юрге. В общей сложности он «кинул» бюджеты городов на 145 миллионов рублей. Он просто потратил деньги, полученные на стройку, по своему усмотрению. Некоторую часть использовал для покупки квартиры в Москве. «СНК» появилась на рынке в 2018 году. За 2021 год заработала около 25 миллионов рублей при чистом убытке в 22 миллиона. В апреле компанию признали банкротом. На имущество и более 50 банковских счетов главы стройфирмы наложен арест.

А что же с имуществом и доходами у господина Рыбалко? 2021 год он закончил в плюсе по сравнению с предыдущим годом. Его официальный заработок составил 2,54 миллиона рублей . Тогда у него в собственности были три квартиры от 40 до 62 «квадратов», автомобили ГАЗ-М-21Л и Toyota Land Cruiser 200, два прицепа, что возить лодку Nissan Marine 380 и маломерное судно «Уфимка 21». Его жена в том же году задекларировала 400 тысяч рублей, две квартиры по 43 и 63 «квадрата». Еще на нее оформлена была часть квартиры на 48 квадратных метров, жилой дом на 224 «квадрата» и земельный участок площадью более 1300 кв. м.

В материалах дела Рыбалко есть и еще один фигурант. Это председатель комитета по управлению муниципальным имуществом городской администрации 32-летняя **Анастасия Архипова**. Какое ей предъявлено обвинение, пока точно не известно. Полномочия самого Рыбалко в качестве мэра прекращены. Такое решение было озвучено в ходе судебного заседания. Исполнять обязанности главы города будет теперь первый заммэра **Дмитрий Ажичаков**. Примечательно, что этот чиновник был у руля города до Рыбалко. Потом внезапно всем объявил, что покидает пост главы. А затем он вновь появился в здании администрации в качестве первого зама. В сети среди пользователей дело Рыбалко вызвало резонанс. Люди практически ничего положительного о его личности и мэрстве не писали. Сообщали лишь о провальном его правлении и куче проблем в городе.

©️ [] | []",Fashion
"Росстат: потребительские цены в РФ с начала 2023 года выросли на 2,58%.",Финансы
"В Киеве объявили запись на курсы подготовки к «национальному сопротивлению». 

Об этом говорится на сайте мэрии. Людей будут обучать обращению с взрывоопасными предметами, стрелковой подготовке, обращения с огнестрельным оружием и так далее.  

🟩 []",Образовательный контент
"**Здание СБУ в Сумах — одно из атакованных и поврежденных при российской атаке беспилотниками**

Президент Зеленский подтвердил, что одно из зданий, поврежденных в ходе сегодняшней российской атаки дронами в Сумах, — это здание СБУ.

«К сожалению, у нашего государства пока нет достаточного количества качественных систем ПВО, чтобы защитить всю нашу территорию и сбивать все вражеские цели. Враг этим пользуется, как сегодня — нанеся очередной террористический удар по городу Сумы, иранским дроном, в частности, по жилым домам, а также по зданию Службы безопасности Украины. В результате этих ударов есть раненые, есть погибшие… Мои соболезнования!» — сказал Зеленский.

В результате российской атаки беспилотниками в Сумах погибли два человека, 19 ранены, сообщили в Сумской областной военной администрации.

",Политика
"**Житель Иркутской области сбежал из тубдиспансера, чтобы сажать картошку

**Больной с открытой формой туберкулёза упорно отказывался лечиться, судебным приставам пришлось госпитализировать его в принудительном порядке на 12 месяцев. 

Однако через 8 месяцев приставам позвонили из больницы и сказали, что мужчина сбежал. Отправившись на поиски пациента, приставы обнаружили его на своём участке. Мужчина объяснил побег тем, что ему было необходимо посадить картошку — он опасался, что останется без урожая на зиму. Был вызван спецтранспорт для доставки мужчины обратно в диспансер. 

Отмечается, что мужчина всё же успел посадить всю картошку, пока ждал прибытия транспорта.",Технологии
"**На КАД перед вантовым мостом, где фура перекрыла половину дороги, растут пробки в оба направления.**

По данным «Яндекс.Карт», пробка на внешнем кольце, где произошло ДТП, составляет около 5,5 километра . На внутреннем, где часто по утрам заторы даже без ДТП, - около 5 километров .

",Общее
"**Власти ДНР сообщили об обстреле Макеевки, погиб один человек**

18+ НАСТОЯЩИЙ МАТЕРИАЛ  ПРОИЗВЕДЕН, РАСПРОСТРАНЕН И  НАПРАВЛЕН ИНОСТРАННЫМ АГЕНТОМ ПИВОВАРОВЫМ АЛЕКСЕЕМ ВЛАДИМИРОВИЧЕМ ЛИБО КАСАЕТСЯ ДЕЯТЕЛЬНОСТИ ИНОСТРАННОГО АГЕНТА ПИВОВАРОВА АЛЕКСЕЯ ВЛАДИМИРОВИЧА 

Еще 36 человек получили ранения, заявили в представительстве ДНР в Совместном центре контроля и координации . 

По словам врио главы ДНР Дениса Пушилина, взрывами повредило жилые дома, здания больницы, школы и детского сада.

В ВСУ утверждают, что в Макеевке был уничтожен склад российских войск",Политика
"Залужный дал интервью The Washington Post, в котором рассказал, что его ""бесят"" комментарии о ""медленном"" наступлении ВСУ.

""Это не шоу. Это не шоу, за которым наблюдает весь мир, на которое делают ставки или что-то подобное. Каждый день, каждый метр дается кровью"", - заявил главком ВСУ.

«Без полного снабжения эти планы вообще неосуществимы. Но они выполняются. Да, может быть, не так быстро, как хотелось бы участникам шоу, наблюдателям, но это их проблемы», - добавил Залужный.

По его словам, чтобы украинское контрнаступление продвигалось быстрее, украинцам нужно больше каждого вида оружия и истребители F-16. Он отметил, что западные страны без превосходства в воздухе такие операции даже не начали бы.

А превосходство РФ по артиллерии - иногда в 10 раз.

[] | [] | [] | []",Политика
"День 1304 , #ericrause  #день1304
Серия: 86/365/525",Технологии
"Грациозное нападение хищника

r/#AnimalsBeingDerps",Развлечения
"**Очередное подтверждение того, что украинское командование ВСУ скрывает свои реальные потери на фронте.

**В результате слаженной работы наших военных 10 июня около 3 часов утра по зданию **НАТОриальой**  конторы в н.п. Великий Бурлук Купянского района Харьковской области точным  попадание дроном-камикадзе ""Герань-2"" **было уничтожено более 50-ти и ранено около 20-ти иностранных наёмников.

**По указке местных властей территория здания была в срочном порядке оцеплена, посторонних лиц не допускали, досматривали мобильные телефоны всех гражданских лиц, проходящих мимо, тела ликвидированных комбатантов в экстренном порядке вывозили, как на военном транспорте, так и на машинах скорой помощи в морг г. Купянск.

Украинская сторона в отношении данного факта излагала версию о том, что удар был нанесен по гражданскому объекту жертв и пострадавших, за исключение 29-ти летнего пожарного ГБОУ Харьковской области  не было. 
Пожарного, похоронили со всеми почестями и фотоотчётами, что довольно предсказуемо и цинично.

**Пока власти Украины используют в военных целях наёмников, они подвергают опасности собственных граждан, так как прихотливые иностранцы привыкли размещаться в комфортных условиях.

**[], что 28 июня в г. Краматорске произошла аналогичная ситуация. Местная гостиница, где располагались иностранные наёмники стала легитимным объектов для нанесения удара.

[]",Fashion
"ss://YWVzLTI1Ni1jZmI6YzRkMjljODcwZjMwNmExNQ.com:80

Нужно проверить",Технологии
"[] В Москве запустили первые электрические речные трамвайчики. 

До 23 июня включительно проезд на них будет бесплатным. После этой даты бесплатно на них смогут ездить только владельцы абонементов на 90 и 365 дней. О маршруте и ценах — в[].",Развлечения
"Боевая Инверсия
1 том 217 глава

Martial Inverse
Wu Ni
무역: 운명을 거스르다

Наш бот🤖
https://teletype.in//boevaia-inversiia-217-glava",Технологии
"Коллеги, напоминаем, что у вас осталась ровно одна неделя, чтобы найти любовь всей своей жизни, пока Тиндер не ушёл из России.",Путешествия/релокация
"Путин: Украина с помощью морских беспилотников пыталась атаковать российский корабль, охранявший газопровод «Турецкий поток», в районе был замечен американский разведывательный беспилотник.",Технологии
"**Российские СМИ публикуют фото, сделанные при обыске в доме у руководителя ЧВК ""Вагнер"" Евгения Пригожина в день мятежа.
**
[]|[]|[]",Fashion
"МАГАТЭ в ходе последних проверок не выявило признаков минирования на ЗАЭС, заявил гендиректор агентства Рафаэль Гросси.

[]| [] |[]",Технологии
"Россия играет важную роль в снижении остроты нынешних кризисов в мире, заявил президент Алжира на ПМЭФ",Политика
"**Шесть человек погибли и более 80 пострадали при пожаре в доме престарелых в Милане

**Местные СМИ сообщают, что причина возгорания не установлена, но версия поджога пока исключена. Пожар начался глубокой ночью, однако его тушение продолжалось до самого утра.

👍 []",Общее
"**Middle/Middle+ Data Engineer**
в **AI Clone** — IT стартап в области машинного обучения.
**До $4К**.
**Удалённая работа**.
[]",Технологии
"**«Яндекс Музыка» начнет «премодерировать» контент после доноса депутата Госдумы 

**Контент будут проверять дважды: сначала автоматически, потом вручную. «Яндекс» предлагает другим музыкальным сервисам следовать его принципам модерации. Решить, какой контент следует удалить, корпорации поможет специально созданный экспертный совет при Научно-учебной лаборатории лингвистической конфликтологии и современных коммуникативных практик НИУ ВШЭ, сообщил «Яндекс» в пресс-релизе.

«__В зависимости от характера контента он может быть отмечен специальными знаками, указывающими на ограничение по возрасту, исключен из рекомендаций или удалён с сервиса__», — рассказала пресс-служба корпорации. 

8 мая глава комитета Госдумы по информационной политике Александр Хинштейн пожаловался Роскомнадзору на «Яндекс Музыку» после того, как на сервисе появилась песня «Горить Москаль» авторства украинской группы Never too late. 

",Политика
"[]🟡 **Прямой эфир: пренебречь нельзя**

**В 19.00** стартовал [] на нашем YouTube-канале «Деньги не спят». **Василий Олейник** поделится своим мнением насчет падения рубля. А также разберет все самое важное, что происходит в мировой финансовой системе и на фондовых рынках.

Есть вопросы по отдельным акциям? Задавайте в чате трансляции https://www.youtube.com/live/mmbaHtCaDuE?feature=share

Запись будет доступна после эфира.",Технологии
"**Отчет: крупные союзники Украины прислали ей лишь половину обещанного оружия
**
На данный момент Украина получила лишь немногим более половины от тех объемов вооружений, которые были обещаны ей ранее такими союзниками, как США, Великобритания и Германия, а новые обязательства по поставкам со стороны крупных игроков снизились по сравнению с прошлым отчетным периодом, говорится в докладе Кильского института мировой экономики.

По данным немецких аналитиков из группы Ukraine Support Tracker, всплеск новых обещаний относительно оружия со стороны разных западных стран наблюдался перед годовщиной войны, а с 25 февраля до 31 мая активность союзников заметно снизилась.

«Военная помощь приобретает все большее значение по мере того, как затягивается война, и на фоне наступательных планов Украины. Но разрыв между обещанной и предоставленной помощью велик», - говорится в отчете.

Вместе с тем аналитики отмечают, что более мелкие страны, как Чехия, Словения, Польша и Словакия выполнили свои обещания на 80%.

",Политика
"**Интересная карикатура от Global Times

**США и их отношение к международным правам.

**__Спорить не приходится.

**__👍 []",Fashion
"**В МИД Эстонии заявили, что 11-й пакет санкций Евросоюза против России вступил в силу**

Об этом ведомство сообщило в своем твиттере. 

11-й пакет санкций предполагает ограничения против поставок нефти по южной ветке трубопровода «Дружба» и запрет на въезд прицепов. Ранее сообщалось, что в рамках новых ограничений будут введены санкции против 70 человек, «ответственных, в частности, за незаконную депортацию детей» из Украины, и 30 компаний, которые, по данным Брюсселя, помогают России обходить уже существующие ограничения",Политика
Бєлгородська народна республіка.  FPV-дрон вражає російську гармату МТ-12 «Рапіра»,Технологии
"Аналитик Центра экспертного сопровождения политических процессов Пётр Колчин напоминает, что технология ДЭГ развивается в нашей стране уже несколько лет и «эффективно использована в нескольких голосованиях». Отдельно эксперт отмечает, что электронное голосование «значительно разгружает избирательные комиссии и ускоряет, в том числе, подсчет голосов». По оценке эксперта, явка благодаря электронному голосованию значительно вырастет. #собянинмэр",Технологии
